Date,Charger Type,Charges per Day,Energy Delivered (kWh),Revenue per Session (₹),Avg Time per Charge (min),Charger Utilization Rate (%),Energy Source,% Renewable Energy Used,CO₂ Saved (kg),ICE Kilometers Avoided,Fuel Avoided (liters),Carbon Offset Potential (tonnes),Equivalent Trees Planted
7/27/2028,Level 2,15,190.99,30.46,20,78,Solar,33,133.01,654.49,43.63,0.13,6.11
7/28/2028,Level 2,29,338.48,26.69,46,51,Grid,23,139.07,1229.17,81.94,0.14,6.39
7/29/2028,Portable Gen,15,202.73,22.1,23,83,Grid,19,137.68,878.74,58.58,0.14,6.32
7/30/2028,Wall Box,16,165.39,37.21,49,96,Grid,19,91.86,623.54,41.57,0.09,4.22
7/31/2028,Wall Box,19,154.48,19.48,32,66,Grid,18,78.35,689.72,45.98,0.08,3.6
8/1/2028,Level 1,23,231.21,34.48,35,89,Solar,11,137.76,987.22,65.81,0.14,6.33
8/2/2028,DC Fast,19,117.44,11.56,40,79,Grid,14,68.71,571.93,38.13,0.07,3.16
8/3/2028,Level 2,43,475.84,42.75,60,54,Solar,69,256.88,1526.69,101.78,0.26,11.8
8/4/2028,DC Fast,41,513.08,46.51,36,93,Grid,9,336.92,1582.24,105.48,0.34,15.48
8/5/2028,DC Fast,17,173.88,34.12,46,76,Grid,15,79.9,561.81,37.45,0.08,3.67
8/6/2028,Level 2,50,604.28,26.96,57,73,Solar,40,321.88,2366.23,157.75,0.32,14.79
8/7/2028,Level 1,33,172.04,38.67,33,65,Grid,10,85.78,809.87,53.99,0.09,3.94
8/8/2028,Level 2,21,271.39,16.95,23,59,Grid,24,136.49,1188.6,79.24,0.14,6.27
8/9/2028,Level 1,28,227.38,38.3,58,72,Grid,12,133.65,1046.32,69.75,0.13,6.14
8/10/2028,Level 1,42,311.99,45.06,48,64,Grid,19,207.92,1125.62,75.04,0.21,9.55
8/11/2028,DC Fast,33,290.19,18.86,36,66,Solar,12,125.44,1077.66,71.84,0.13,5.76
8/12/2028,Level 2,16,144.75,35.76,36,79,Grid,22,58.78,688.16,45.88,0.06,2.7
8/13/2028,Wall Box,50,678.01,17.62,33,72,Grid,11,433.93,2835.02,189,0.43,19.93
8/14/2028,Level 2,30,191.48,35.44,20,75,Solar,63,116.63,803.48,53.57,0.12,5.36
8/15/2028,DC Fast,14,189.48,16.14,25,86,Grid,18,111.35,691.44,46.1,0.11,5.11
8/16/2028,Level 1,25,202.15,45.59,46,91,Grid,18,91.14,755.54,50.37,0.09,4.19
8/17/2028,Wall Box,11,147.9,23.58,23,87,Grid,25,90.6,577.56,38.5,0.09,4.16
8/18/2028,DC Fast,47,338.62,35.07,33,61,Grid,30,224.23,1080.85,72.06,0.22,10.3
8/19/2028,Level 2,42,595.9,48.58,26,71,Grid,30,383.14,1800.01,120,0.38,17.6
8/20/2028,Portable Gen,11,122.49,46.79,21,64,Grid,21,75.25,397.51,26.5,0.08,3.46
8/21/2028,Level 1,18,100.56,10.63,36,59,Grid,0,49.13,492.36,32.82,0.05,2.26
8/22/2028,DC Fast,38,193.68,43.14,54,77,Solar,52,82.33,870.06,58,0.08,3.78
8/23/2028,Level 2,20,127.64,19.34,42,80,Grid,18,66.7,538.08,35.87,0.07,3.06
8/24/2028,Portable Gen,50,382.86,17.79,41,60,Grid,20,154.09,1864.23,124.28,0.15,7.08
8/25/2028,Portable Gen,10,80.95,38.9,28,84,Solar,28,46.05,340.55,22.7,0.05,2.12
8/26/2028,Wall Box,10,105.2,44.31,20,72,Grid,26,53.2,494.88,32.99,0.05,2.44
8/27/2028,DC Fast,7,58.89,26.47,46,96,Solar,52,37.57,213.71,14.25,0.04,1.73
8/28/2028,Level 1,28,250.33,39.14,49,55,Grid,26,127.47,814.48,54.3,0.13,5.86
8/29/2028,DC Fast,45,246.3,45.12,28,57,Grid,7,122.99,981.16,65.41,0.12,5.65
8/30/2028,DC Fast,6,74.73,29.37,25,88,Grid,3,37.37,295.75,19.72,0.04,1.72
8/31/2028,Portable Gen,31,440.71,19.85,42,65,Grid,29,214.09,1596.08,106.41,0.21,9.83
9/1/2028,Level 1,37,449.77,47.95,55,57,Grid,26,187.21,2052.06,136.8,0.19,8.6
9/2/2028,DC Fast,28,205.19,10.21,22,92,Grid,20,97.95,640.14,42.68,0.1,4.5
9/3/2028,Portable Gen,21,218.45,24.72,32,70,Solar,93,111.41,695.87,46.39,0.11,5.12
9/4/2028,Level 1,24,184.86,25.11,25,96,Grid,10,126.56,813.98,54.27,0.13,5.81
9/5/2028,Level 2,41,251.89,34.18,47,69,Solar,89,144.62,1016.22,67.75,0.14,6.64
9/6/2028,Wall Box,6,50.28,41.02,26,78,Grid,19,23.27,166.98,11.13,0.02,1.07
9/7/2028,DC Fast,33,237.84,36.11,55,89,Grid,28,112.6,1117.13,74.48,0.11,5.17
9/8/2028,Wall Box,29,309.18,35.58,24,63,Solar,67,160.26,1302.13,86.81,0.16,7.36
9/9/2028,Portable Gen,15,164.56,18.77,25,58,Solar,21,78.23,623.93,41.6,0.08,3.59
9/10/2028,Level 1,12,157.63,26.61,26,72,Grid,16,107.42,510.72,34.05,0.11,4.93
9/11/2028,Level 2,24,275.79,42.21,25,91,Grid,16,141.59,1181.74,78.78,0.14,6.5
9/12/2028,Wall Box,28,245.46,45.81,48,92,Grid,11,147.82,872.5,58.17,0.15,6.79
9/13/2028,Level 2,35,451.41,49.99,22,90,Grid,21,261,1875.77,125.05,0.26,11.99
9/14/2028,Wall Box,32,192.49,17.89,45,69,Grid,23,79.79,768.32,51.22,0.08,3.67
9/15/2028,DC Fast,10,100.92,43.88,29,98,Grid,15,64.62,500.84,33.39,0.06,2.97
9/16/2028,Level 1,34,487.64,16.7,46,86,Solar,19,338.43,2290.73,152.72,0.34,15.55
9/17/2028,Level 1,35,308.68,32.52,59,85,Grid,14,129.87,1203.41,80.23,0.13,5.97
9/18/2028,DC Fast,27,350.64,43.71,44,73,Solar,84,154.94,1709.13,113.94,0.15,7.12
9/19/2028,DC Fast,13,141.23,36.38,29,87,Grid,16,76.34,481.77,32.12,0.08,3.51
9/20/2028,Portable Gen,32,179.26,21.74,51,64,Solar,79,101.56,710.46,47.36,0.1,4.67
9/21/2028,DC Fast,18,188.73,47.23,33,58,Grid,29,112.63,755.12,50.34,0.11,5.17
9/22/2028,Wall Box,36,343.27,38.83,58,76,Grid,25,238.87,1209.2,80.61,0.24,10.97
9/23/2028,Level 1,14,170.59,14.81,33,58,Solar,64,79.32,551.45,36.76,0.08,3.64
9/24/2028,Level 1,17,227.55,28.04,47,78,Grid,28,100.57,1024.95,68.33,0.1,4.62
9/25/2028,Level 2,30,301.03,43.51,57,63,Solar,46,204.57,1159.26,77.28,0.2,9.4
9/26/2028,DC Fast,15,188.99,15.66,40,76,Grid,8,122.4,935.43,62.36,0.12,5.62
9/27/2028,DC Fast,43,505.12,30.03,42,79,Grid,2,272.1,2227.7,148.51,0.27,12.5
9/28/2028,DC Fast,32,397.7,35.55,50,69,Solar,89,242.91,1234.33,82.29,0.24,11.16
9/29/2028,Level 1,5,47.95,17.55,41,70,Grid,9,33.48,217.39,14.49,0.03,1.54
9/30/2028,Level 2,26,236.09,43.91,24,69,Grid,16,116.81,1105.6,73.71,0.12,5.37
10/1/2028,Level 1,10,109.75,41.11,20,59,Solar,32,75.81,335.57,22.37,0.08,3.48
10/2/2028,DC Fast,14,121.71,11,42,81,Grid,16,54.05,484.04,32.27,0.05,2.48
10/3/2028,Wall Box,36,473.79,20.6,22,95,Grid,6,284.33,1581.01,105.4,0.28,13.06
10/4/2028,Portable Gen,41,491.47,49.92,50,90,Grid,26,300.49,1710.52,114.03,0.3,13.8
10/5/2028,Level 1,41,602.11,43.25,44,62,Grid,8,308.1,2572.44,171.5,0.31,14.15
10/6/2028,Wall Box,25,209.92,22.37,42,98,Grid,23,125.86,979.73,65.32,0.13,5.78
10/7/2028,Level 2,44,325.26,42.39,31,64,Solar,56,217.2,1616.74,107.78,0.22,9.98
10/8/2028,Portable Gen,16,228.37,34.25,20,72,Grid,23,153.07,1106.12,73.74,0.15,7.03
10/9/2028,Wall Box,15,86.7,15.04,46,58,Solar,69,40.75,349.87,23.32,0.04,1.87
10/10/2028,Level 1,22,203.78,30.35,36,50,Grid,13,107.07,922.29,61.49,0.11,4.92
10/11/2028,Level 2,34,483.35,44.82,20,55,Grid,17,287.11,1739.79,115.99,0.29,13.19
10/12/2028,Wall Box,32,272.39,14.8,37,79,Grid,19,125.4,1069.25,71.28,0.13,5.76
10/13/2028,Level 2,23,178.46,12.29,60,79,Grid,28,119.16,781.03,52.07,0.12,5.47
10/14/2028,DC Fast,24,124.21,25.6,47,80,Grid,21,60.13,577.33,38.49,0.06,2.76
10/15/2028,Level 1,14,96.36,39.49,41,93,Grid,28,65,386.58,25.77,0.07,2.99
10/16/2028,Wall Box,29,238.66,45.56,24,60,Grid,26,101.35,898.22,59.88,0.1,4.66
10/17/2028,Portable Gen,25,304.57,22.48,46,98,Solar,89,142.43,1065.15,71.01,0.14,6.54
10/18/2028,Level 1,8,76.66,44.98,45,77,Grid,21,47.07,243.63,16.24,0.05,2.16
10/19/2028,Level 1,42,505.41,20.3,50,78,Grid,24,291.1,1794.25,119.62,0.29,13.37
10/20/2028,DC Fast,18,111.24,19.36,49,93,Grid,11,65.79,545.13,36.34,0.07,3.02
10/21/2028,Wall Box,21,124.25,14.54,53,60,Grid,8,75.52,565.45,37.7,0.08,3.47
10/22/2028,Level 1,45,413.22,31.29,54,78,Grid,12,169.74,1848.51,123.23,0.17,7.8
10/23/2028,DC Fast,46,648.57,14.41,33,82,Grid,29,292.74,2904.78,193.65,0.29,13.45
10/24/2028,Level 2,13,114,31.55,25,93,Grid,26,49.07,488.35,32.56,0.05,2.25
10/25/2028,DC Fast,9,90.71,48.39,31,50,Solar,31,62.69,372.76,24.85,0.06,2.88
10/26/2028,Level 1,12,111.32,27.6,31,98,Grid,9,75.06,555.1,37.01,0.08,3.45
10/27/2028,Wall Box,33,206.51,15.28,57,68,Grid,15,82.85,697.93,46.53,0.08,3.81
10/28/2028,Level 1,29,297.44,18.23,44,59,Grid,15,122.83,1259.98,84,0.12,5.64
10/29/2028,Level 2,25,210.01,23.56,31,56,Grid,28,117.62,730.15,48.68,0.12,5.4
10/30/2028,Wall Box,23,132.77,29.38,53,57,Grid,2,88.11,645.59,43.04,0.09,4.05
10/31/2028,Level 2,27,189.9,42.91,52,63,Grid,6,78.62,754.42,50.29,0.08,3.61
11/1/2028,Level 1,50,440.72,31.62,49,61,Solar,34,183.16,1923.88,128.26,0.18,8.41
11/2/2028,Portable Gen,41,421.69,27.94,55,53,Grid,22,177.87,1496.91,99.79,0.18,8.17
11/3/2028,Level 1,30,223.49,18.86,42,91,Grid,19,109.43,1047.58,69.84,0.11,5.03
11/4/2028,Level 2,13,146.74,37.41,29,78,Grid,29,98.84,598.75,39.92,0.1,4.54
11/5/2028,DC Fast,16,230.57,48.12,50,84,Grid,7,114.88,1101.96,73.46,0.11,5.28
11/6/2028,DC Fast,13,193.72,30.02,53,97,Grid,30,127.7,838.35,55.89,0.13,5.87
11/7/2028,Wall Box,47,475.66,47.57,60,76,Grid,4,302.15,2241.16,149.41,0.3,13.88
11/8/2028,Wall Box,5,37.5,28.72,49,79,Grid,11,20.68,156.06,10.4,0.02,0.95
11/9/2028,Portable Gen,48,292.18,14.26,20,69,Grid,28,143.13,906.92,60.46,0.14,6.57
11/10/2028,Portable Gen,39,201.56,28.37,23,78,Solar,77,128.71,779,51.93,0.13,5.91
11/11/2028,Level 1,26,362.52,20.36,42,96,Grid,0,181.02,1146.13,76.41,0.18,8.32
11/12/2028,Level 1,17,221.36,18.65,55,93,Grid,3,132.19,941.68,62.78,0.13,6.07
11/13/2028,DC Fast,42,551.17,15.8,33,51,Grid,26,272.55,2703.4,180.23,0.27,12.52
11/14/2028,Wall Box,22,194.12,35.03,40,100,Solar,87,110.01,735.87,49.06,0.11,5.05
11/15/2028,Level 2,30,209.09,49.54,55,75,Grid,28,95.96,786.92,52.46,0.1,4.41
11/16/2028,Portable Gen,20,287.4,44.24,29,87,Grid,10,129.39,1371.23,91.42,0.13,5.94
11/17/2028,Wall Box,12,87.01,26.07,50,71,Grid,10,50.94,416.44,27.76,0.05,2.34
11/18/2028,DC Fast,16,141.53,31.18,42,67,Grid,9,97.34,634.51,42.3,0.1,4.47
11/19/2028,Wall Box,16,103.72,15.09,41,98,Solar,62,64.87,508.26,33.88,0.06,2.98
11/20/2028,DC Fast,23,306.94,27.63,54,76,Grid,8,129.48,1465.46,97.7,0.13,5.95
11/21/2028,Wall Box,27,385,36.53,31,73,Solar,27,179.21,1489.77,99.32,0.18,8.23
11/22/2028,Wall Box,25,227.94,48.12,42,69,Grid,21,115.89,927.34,61.82,0.12,5.32
11/23/2028,Level 1,14,101.37,43.26,51,87,Solar,27,48.12,471.65,31.44,0.05,2.21
11/24/2028,DC Fast,41,436.27,14.25,42,91,Grid,22,181.62,1892.11,126.14,0.18,8.34
11/25/2028,Wall Box,26,159.38,24.5,33,53,Solar,60,69.08,730.32,48.69,0.07,3.17
11/26/2028,Level 2,40,414.69,47.28,35,100,Solar,82,202.35,1484.29,98.95,0.2,9.29
11/27/2028,Level 1,21,110.81,43.92,24,55,Solar,74,52.98,464.05,30.94,0.05,2.43
11/28/2028,DC Fast,9,51.29,38.68,33,91,Solar,10,24.23,164.36,10.96,0.02,1.11
11/29/2028,Level 2,7,45.15,13.69,38,59,Grid,13,29.75,179.85,11.99,0.03,1.37
11/30/2028,Portable Gen,29,380.06,22.91,54,57,Solar,21,220.92,1242.23,82.82,0.22,10.15
12/1/2028,Portable Gen,29,305.82,39.93,55,70,Grid,11,124.16,1492.18,99.48,0.12,5.7
12/2/2028,Level 1,10,85.19,41.96,53,81,Solar,93,39.56,353.5,23.57,0.04,1.82
12/3/2028,Wall Box,46,538.05,31.11,46,57,Grid,22,254.34,2245.7,149.71,0.25,11.68
12/4/2028,Portable Gen,28,285.88,40.15,57,56,Grid,3,142.4,1161.54,77.44,0.14,6.54
12/5/2028,Level 2,15,215.37,39.74,53,76,Grid,12,140.6,711.44,47.43,0.14,6.46
12/6/2028,Level 2,15,193.05,30.44,24,59,Grid,15,78.93,877.72,58.51,0.08,3.63
12/7/2028,Level 2,5,54.98,35.5,37,92,Grid,7,23.53,193.46,12.9,0.02,1.08
12/8/2028,Wall Box,16,153.57,15.89,25,64,Grid,6,102.3,711.02,47.4,0.1,4.7
12/9/2028,Level 1,17,219.86,36.32,45,93,Grid,2,113.12,1002.15,66.81,0.11,5.2
12/10/2028,Level 2,19,275.72,22.91,56,55,Solar,24,162.77,1204.75,80.32,0.16,7.48
12/11/2028,Level 1,49,260.07,43.42,39,100,Solar,11,136.44,1169.2,77.95,0.14,6.27
12/12/2028,Wall Box,5,70.43,30.95,52,83,Solar,27,42.1,351.62,23.44,0.04,1.93
12/13/2028,Wall Box,36,515.34,36.78,49,100,Grid,24,309.23,2416.99,161.13,0.31,14.2
12/14/2028,Portable Gen,23,294.18,31.59,36,52,Grid,29,146.44,1043.86,69.59,0.15,6.73
12/15/2028,Level 1,40,372.06,24.03,41,65,Grid,3,174.68,1427.61,95.17,0.17,8.02
12/16/2028,Portable Gen,28,296.21,15.89,40,74,Grid,7,197.76,1402.06,93.47,0.2,9.08
12/17/2028,Wall Box,45,401.74,34.02,49,81,Grid,30,243.23,1886,125.73,0.24,11.17
12/18/2028,DC Fast,50,420.15,14.69,35,69,Grid,5,229.98,1401.17,93.41,0.23,10.56
12/19/2028,Portable Gen,9,82.22,16.76,31,57,Grid,1,38.89,407.2,27.15,0.04,1.79
12/20/2028,Wall Box,17,192.63,32.41,27,55,Grid,14,113.51,714.33,47.62,0.11,5.21
12/21/2028,Level 1,42,335.44,34.35,23,51,Grid,24,231.77,1394.05,92.94,0.23,10.65
12/22/2028,Level 1,26,149.5,34.59,44,81,Grid,26,77.89,676.69,45.11,0.08,3.58
12/23/2028,Wall Box,26,317.43,10.13,41,75,Grid,16,150.41,1160.51,77.37,0.15,6.91
12/24/2028,Level 2,29,199.92,45.94,43,96,Grid,10,102.87,716.81,47.79,0.1,4.73
12/25/2028,Portable Gen,50,720.14,44.28,48,76,Grid,15,442.96,2926.64,195.11,0.44,20.35
12/26/2028,Level 2,48,537.18,28.48,34,53,Grid,30,362.93,1968.51,131.23,0.36,16.67
12/27/2028,Level 1,9,105.79,12.16,29,77,Grid,0,50.61,368.14,24.54,0.05,2.32
12/28/2028,Portable Gen,35,175.43,12.75,48,85,Grid,20,114.73,800.1,53.34,0.11,5.27
12/29/2028,Level 2,29,417.79,46.03,36,53,Grid,22,257.12,2034.45,135.63,0.26,11.81
12/30/2028,Portable Gen,8,65.18,37.93,27,73,Grid,3,28.77,311.61,20.77,0.03,1.32
12/31/2028,DC Fast,41,334.9,47.96,30,75,Grid,14,187.54,1544.93,103,0.19,8.61
1/1/2029,Wall Box,36,220.94,44.64,58,78,Grid,28,97.46,768.77,51.25,0.1,4.48
1/2/2029,Level 2,45,409.77,30.3,58,65,Grid,8,281.83,1655.54,110.37,0.28,12.95
1/3/2029,Level 1,29,310.86,26.62,57,95,Solar,38,131.4,1143.64,76.24,0.13,6.04
1/4/2029,Wall Box,19,119.15,44.82,51,51,Grid,1,55.32,502.48,33.5,0.06,2.54
1/5/2029,Level 1,28,334.18,14.27,46,83,Grid,4,203.15,1340.74,89.38,0.2,9.33
1/6/2029,DC Fast,48,586.04,41.71,37,62,Grid,15,301.66,2514.56,167.64,0.3,13.86
1/7/2029,Portable Gen,30,190.13,49.76,26,97,Grid,9,81.03,645.13,43.01,0.08,3.72
1/8/2029,Wall Box,26,299.99,41.93,37,54,Solar,40,123.33,1236.65,82.44,0.12,5.67
1/9/2029,Level 1,35,450.49,13.61,26,86,Solar,63,215.65,2207.82,147.19,0.22,9.91
1/10/2029,Portable Gen,5,66.03,19.96,31,85,Grid,10,31.35,259.57,17.3,0.03,1.44
1/11/2029,Level 1,37,388.57,36.56,22,96,Grid,7,217.13,1494.33,99.62,0.22,9.97
1/12/2029,Portable Gen,24,166.22,25.59,45,69,Solar,55,96.26,730.61,48.71,0.1,4.42
1/13/2029,Wall Box,49,315.6,11.43,54,63,Grid,14,156.88,1014.53,67.64,0.16,7.21
1/14/2029,Portable Gen,44,404.12,34.94,32,70,Solar,66,273.47,1969.31,131.29,0.27,12.56
1/15/2029,Level 2,43,351.83,40.38,52,86,Solar,50,174.9,1547.29,103.15,0.17,8.03
1/16/2029,DC Fast,5,36.89,14.68,40,99,Grid,5,15.56,112.87,7.52,0.02,0.71
1/17/2029,Wall Box,23,339.76,21.58,30,87,Grid,9,186.11,1149.01,76.6,0.19,8.55
1/18/2029,Level 2,23,316.56,27.74,44,80,Solar,28,191.1,1008,67.2,0.19,8.78
1/19/2029,Level 2,10,149.71,41.59,35,58,Grid,13,91.41,670.22,44.68,0.09,4.2
1/20/2029,DC Fast,40,339.35,24.78,49,94,Grid,7,198.06,1181.86,78.79,0.2,9.1
1/21/2029,Portable Gen,34,174.54,11.87,35,56,Grid,9,78.88,623.9,41.59,0.08,3.62
1/22/2029,Portable Gen,39,460.91,33.85,21,56,Grid,6,194.87,1442.97,96.2,0.19,8.95
1/23/2029,Level 1,8,106.3,12.32,36,68,Solar,10,42.8,379,25.27,0.04,1.97
1/24/2029,Portable Gen,38,524.18,29.58,54,66,Grid,25,252.98,1641.5,109.43,0.25,11.62
1/25/2029,Wall Box,45,506.91,24.84,27,70,Grid,16,327.16,2041.08,136.07,0.33,15.03
1/26/2029,Portable Gen,44,325.54,28.8,35,87,Solar,27,148.78,1308.17,87.21,0.15,6.83
1/27/2029,Level 1,43,524.93,26.6,59,86,Grid,29,264.2,1580.95,105.4,0.26,12.14
1/28/2029,Portable Gen,19,266.03,25.51,29,62,Solar,32,143.55,1196.13,79.74,0.14,6.59
1/29/2029,Level 2,49,444.95,26.04,58,80,Grid,11,235.33,1965.86,131.06,0.24,10.81
1/30/2029,DC Fast,47,399.85,36.64,44,66,Grid,26,238.79,1756.47,117.1,0.24,10.97
1/31/2029,Level 1,18,199.17,29.06,56,92,Grid,26,97.72,802.29,53.49,0.1,4.49
2/1/2029,Wall Box,32,345.37,19.2,32,72,Grid,14,237.22,1177.38,78.49,0.24,10.9
2/2/2029,Portable Gen,29,339.74,47.77,29,91,Grid,0,172.22,1612.96,107.53,0.17,7.91
2/3/2029,Wall Box,46,230.6,34.26,41,93,Grid,14,152.83,734.36,48.96,0.15,7.02
2/4/2029,Wall Box,40,290.46,23.3,39,79,Solar,42,150.73,954.48,63.63,0.15,6.92
2/5/2029,DC Fast,15,162.82,45.17,21,56,Grid,7,98.99,558.5,37.23,0.1,4.55
2/6/2029,Portable Gen,15,189.42,30,30,57,Grid,3,112.63,623.14,41.54,0.11,5.17
2/7/2029,Level 2,33,294.21,14.51,20,78,Grid,11,184.96,1197.63,79.84,0.18,8.5
2/8/2029,Level 1,16,222.88,39.21,46,63,Solar,49,125.83,765.57,51.04,0.13,5.78
2/9/2029,DC Fast,26,364.61,11.2,25,92,Grid,1,247.9,1711.87,114.12,0.25,11.39
2/10/2029,Portable Gen,12,131.73,37.28,36,81,Grid,8,70.59,445.26,29.68,0.07,3.24
2/11/2029,Level 2,15,203.1,30,44,87,Grid,18,138.73,903.86,60.26,0.14,6.37
2/12/2029,DC Fast,44,488.44,33.45,30,70,Grid,12,267.22,1710.94,114.06,0.27,12.27
2/13/2029,Wall Box,46,426.22,35.74,57,64,Grid,6,296.12,2082.52,138.83,0.3,13.6
2/14/2029,Level 1,19,97.89,43.69,23,70,Grid,8,42.23,354.08,23.61,0.04,1.94
2/15/2029,DC Fast,17,206,34.65,28,66,Solar,11,96.57,850.58,56.71,0.1,4.44
2/16/2029,Level 2,47,364.05,46.53,50,78,Grid,19,147.42,1094.52,72.97,0.15,6.77
2/17/2029,Level 2,13,120.34,19.22,39,58,Grid,8,69.6,401.85,26.79,0.07,3.2
2/18/2029,Wall Box,19,185.26,30.76,29,79,Solar,18,110.92,619.02,41.27,0.11,5.1
2/19/2029,DC Fast,43,350.87,36.84,44,58,Grid,16,237.38,1064.13,70.94,0.24,10.9
2/20/2029,Level 1,50,648.13,27.08,20,86,Grid,23,321.44,2915.08,194.34,0.32,14.77
2/21/2029,DC Fast,13,124.74,30.46,43,58,Solar,67,86.26,458.74,30.58,0.09,3.96
2/22/2029,Level 1,14,88.56,25.74,36,58,Solar,10,52.76,420.84,28.06,0.05,2.42
2/23/2029,Portable Gen,50,317.55,17.15,45,76,Grid,1,152.48,1273.69,84.91,0.15,7
2/24/2029,DC Fast,50,437.32,43.34,32,86,Solar,11,200.72,1815.53,121.04,0.2,9.22
2/25/2029,Wall Box,44,399.14,35.95,22,73,Grid,27,242.38,1326.1,88.41,0.24,11.13
2/26/2029,Portable Gen,13,168.04,49.47,36,53,Grid,27,76.88,759.1,50.61,0.08,3.53
2/27/2029,Level 2,40,238.9,40.29,47,58,Grid,17,113.61,952.76,63.52,0.11,5.22
2/28/2029,Portable Gen,50,586.9,15.21,50,63,Solar,73,380.92,2239.45,149.3,0.38,17.5
3/1/2029,Portable Gen,36,236.9,44.13,25,99,Grid,11,111.45,1101.43,73.43,0.11,5.12
3/2/2029,Portable Gen,26,182.65,12.76,46,68,Grid,6,79.05,735.7,49.05,0.08,3.63
3/3/2029,Wall Box,27,183.11,43.49,46,62,Grid,27,99.67,701.09,46.74,0.1,4.58
3/4/2029,Portable Gen,30,263.48,29.15,40,52,Grid,24,169.45,924.1,61.61,0.17,7.78
3/5/2029,Wall Box,12,131.9,38.86,31,79,Grid,25,62.28,537.09,35.81,0.06,2.86
3/6/2029,Level 1,32,221.4,35.93,47,76,Grid,18,104.27,727.08,48.47,0.1,4.79
3/7/2029,Level 2,43,418.86,22.79,20,96,Grid,4,194.05,1600.93,106.73,0.19,8.91
3/8/2029,Level 1,47,338.14,37.09,59,72,Grid,7,190.02,1495.93,99.73,0.19,8.73
3/9/2029,DC Fast,40,444.63,41.34,37,83,Grid,1,284.84,1933.95,128.93,0.28,13.08
3/10/2029,Level 2,35,510.48,13.62,50,54,Grid,6,356.5,2359.84,157.32,0.36,16.38
3/11/2029,Portable Gen,16,80.15,18.99,41,60,Grid,28,37.34,324.4,21.63,0.04,1.72
3/12/2029,Level 1,21,244.89,18.96,24,69,Solar,63,164.21,859.58,57.31,0.16,7.54
3/13/2029,Level 1,40,242.97,20.69,25,66,Grid,26,165.68,953.2,63.55,0.17,7.61
3/14/2029,Level 2,16,165.98,31.39,60,75,Solar,79,109.15,741.18,49.41,0.11,5.01
3/15/2029,Level 1,11,93.41,35,41,100,Grid,1,63.73,306.56,20.44,0.06,2.93
3/16/2029,Portable Gen,6,54.9,23.21,36,99,Solar,73,32.33,246.7,16.45,0.03,1.49
3/17/2029,Level 1,37,321.46,36.05,57,77,Grid,1,159.78,1218.99,81.27,0.16,7.34
3/18/2029,Level 1,39,483.98,27.44,36,91,Solar,27,219.44,1902.91,126.86,0.22,10.08
3/19/2029,Portable Gen,30,198.79,41.23,39,83,Grid,24,135.98,726.43,48.43,0.14,6.25
3/20/2029,Wall Box,18,145.59,23.85,46,62,Grid,23,59.07,593.26,39.55,0.06,2.71
3/21/2029,Portable Gen,46,363.83,34.5,27,61,Solar,74,246.93,1341.77,89.45,0.25,11.34
3/22/2029,Level 2,36,452.05,17.23,35,86,Grid,24,295.63,1359.23,90.62,0.3,13.58
3/23/2029,Wall Box,41,511.05,41.06,37,97,Grid,6,280.06,2474.24,164.95,0.28,12.86
3/24/2029,Level 1,38,380.69,34.61,40,92,Grid,14,225.48,1235.53,82.37,0.23,10.36
3/25/2029,DC Fast,28,254.17,22.42,41,55,Grid,22,145.76,833.95,55.6,0.15,6.7
3/26/2029,Level 1,28,367.3,39.57,21,91,Solar,72,247.42,1796.69,119.78,0.25,11.37
3/27/2029,Portable Gen,47,498.62,48.91,20,58,Grid,26,271.64,1975.38,131.69,0.27,12.48
3/28/2029,Portable Gen,26,281.6,35.15,44,53,Solar,99,126.55,1183.09,78.87,0.13,5.81
3/29/2029,DC Fast,8,82.01,43.27,43,67,Grid,23,53.32,315.33,21.02,0.05,2.45
3/30/2029,Level 1,18,243.52,34.05,26,65,Grid,5,137.45,1191.34,79.42,0.14,6.31
3/31/2029,Portable Gen,16,233.53,28.42,58,90,Grid,19,161.99,830.05,55.34,0.16,7.44
4/1/2029,DC Fast,16,90.08,27.65,21,87,Solar,43,44.26,443.56,29.57,0.04,2.03
4/2/2029,Level 1,40,205.78,20.41,21,93,Grid,28,92.75,1011.09,67.41,0.09,4.26
4/3/2029,DC Fast,15,139.21,44.35,36,68,Solar,72,80.14,673.13,44.88,0.08,3.68
4/4/2029,DC Fast,17,98.66,23.82,47,96,Grid,20,52.86,406.41,27.09,0.05,2.43
4/5/2029,DC Fast,33,443.7,14.6,23,69,Grid,11,282.38,2147.34,143.16,0.28,12.97
4/6/2029,Wall Box,13,140.91,18.55,56,52,Solar,58,72.54,703.46,46.9,0.07,3.33
4/7/2029,Level 1,38,336.92,22.91,50,82,Grid,23,188,1527.82,101.85,0.19,8.64
4/8/2029,Level 1,31,214.62,30.56,59,74,Solar,98,114.38,847.91,56.53,0.11,5.25
4/9/2029,Wall Box,9,46.78,24.08,45,77,Grid,30,20.58,206.51,13.77,0.02,0.95
4/10/2029,Portable Gen,32,190.18,17.51,55,71,Grid,1,102.37,662.27,44.15,0.1,4.7
4/11/2029,Portable Gen,35,353.62,23.55,56,78,Grid,20,193,1432.71,95.51,0.19,8.87
4/12/2029,Level 1,44,508.31,11.14,59,72,Grid,9,261.3,1620.72,108.05,0.26,12
